source_id,ra,dec,parallax,teff_val
6475313254906828800,307.467012187365,-50.78862036320226,6.1926486288324405,3229.0
4081582776606711424,286.3596637699963,-22.04925091160253,8.026754435254617,3229.0
6856290494880744448,309.5570351582289,-20.928331450945503,4.746292080421439,3229.0
4133750617602796288,253.29820778418457,-16.764289737443477,4.351624428265216,3229.0
2575846510529464704,27.79233508186665,13.474672754810051,6.47702991282342,3229.0
771386399923605888,170.92270871326028,41.26547196934635,3.982889716056389,3229.0
5618237481439011072,109.57145724841214,-22.174576869101568,6.209024604987599,3229.0
5437402728153810688,142.2517691788661,-35.3816471676459,3.812244392552102,3229.0
818648945899111296,139.60727812676447,44.61333562072553,7.951983871324783,3229.0
2401769939834452992,339.3101940117025,-19.484957783863422,9.474148529792755,3229.0
6339080293891246720,225.87216395345052,-3.1554148244156557,5.187289773234251,3229.0
3603680906571446912,204.31109352811882,-16.87828501627381,5.351112452859343,3229.0
3170104576516864512,112.42438846222147,17.96650682392807,4.055448241276316,3229.0
1814554039668670592,312.6588386892203,20.50303152830701,5.7170266001108505,3229.0
3193612719234657920,58.95877621742952,-9.700309688146353,4.104604050550089,3229.0
544066463986805376,51.193154543815844,72.68651838322752,5.565010634349902,3229.0
2070939707233499264,306.45470803520044,45.39516579981506,5.400383720413301,3229.0
4515243459830567424,288.63712427155747,18.374568859211596,5.990595426114132,3229.0
4078078388224022400,281.6572271753166,-23.733842122907063,6.336475361536701,3229.0
484787634606897536,85.20600915555171,68.81686390286374,2.4180290360811045,3229.0
5194298920542331136,103.59394709841261,-83.22616659643639,3.8432080748540725,3229.0
1931637322059081856,347.554012056957,43.07986519547854,3.29026207735144,3229.0
6085865751023599232,193.2211370324963,-48.0433653178224,5.297919718275088,3229.0
3799922738329363840,173.15149169704594,1.4430918364259164,3.7877335274472452,3229.0
6693832978950776576,301.2270828208591,-38.83368926227118,6.09180554841407,3229.0
2584494787957107712,15.432293090615863,12.976670101411976,4.16450078534185,3229.0
4071942774065124096,282.5701369580836,-27.638812856645707,5.316792150299719,3229.0
2427875506974299008,3.0826035137648535,-10.448997549395596,7.27664328919241,3229.0
6355815273183306112,320.4015839421151,-78.88404733936224,3.3673698950881823,3229.0
4280483845971962624,279.8851279562045,3.5941480250702416,3.809450612742229,3229.0
6324236989995570048,218.07220259986855,-12.697061167949236,11.024063207985604,3229.0
1126421182729423616,151.4534515656144,74.72437541699901,4.910496719592168,3229.0
1745116066441754496,317.69424130786325,11.606571101578012,4.795534337226117,3229.0
3718045440303460992,202.21887813742072,5.899842861354126,6.6112302606858595,3229.0
4696482833358765312,34.46941437473549,-66.69082655744039,4.156407685101717,3229.0
3611450949086626560,202.4144271688073,-11.094727755565529,11.385833934717265,3229.0
3887029760333691136,154.72680585350054,13.350219834413233,7.472959610559182,3229.0
6304222236237402496,211.70698460568266,-12.238827489316755,4.765066318053852,3229.0
1972410133805317376,320.7016764257522,46.84340401908705,1.4233726949216743,3229.0
2131483073756838656,285.6909598203744,47.72307131315305,4.623849803552145,3229.0
512833118221707904,21.324833660514773,64.53467291920835,6.63389149139604,3229.0
4432558776648867584,248.89100935911918,2.8489706692311083,3.5003581011528735,3229.0
411108806374973824,18.13657390064027,53.95006647711427,5.044846207250841,3229.0
6413767816665743872,280.5181081661913,-76.10226331797564,7.762927842863295,3229.0
1142595372435141632,106.23364272966147,81.10717074163446,8.869222648015501,3229.0
1730096531447451008,317.2997948826192,2.0433637510865545,4.128309566443258,3229.0
5864417855711979776,208.67131201802388,-63.691187746739,8.673755898423614,3229.0
701628851068407680,140.4696375666955,32.932560770829674,3.2622821842898237,3229.0
2061610660327690496,302.15751206475676,38.09928553344393,8.589853529036706,3229.0
4258829101878962944,282.701630274025,-2.789363267620399,1.006946509982913,3229.0
2672686164649848704,322.56614743381425,-3.6026830535450998,6.557346592359919,3229.0
5771674500881173760,220.74540048521195,-82.85591774136469,6.3206363716150245,3229.0
