source_id,ra,dec,parallax,teff_val
4358031335897026304,249.0913388416768,-2.3259183154054135,100.81114786351303,5265.0
6792436799475128960,310.4642932425458,-32.43697891884239,101.19824974003858,4267.03
1314438839310796800,251.27625432033759,33.510871764065655,101.51160676908225,4224.2275
4698424845771339520,25.75042251458047,-67.31281671526851,102.89793978310917,6250.3335
4025850731201819392,175.26250264260065,34.19999250349441,104.39042664378279,5573.6665
3478127467639543296,173.62339449731653,-32.83043237907885,104.74189888096791,5353.0
3478127463341507072,173.61942593639648,-32.82779888511796,104.78284408649982,5302.6665
3186021141200137472,69.44856892640252,-8.826300615861513,106.27036740229272,6993.97
5381537023379295232,176.62080029112045,-40.498621122261476,107.62104629371117,5878.3335
6401464693866921472,321.61168883015995,-65.36275113690225,107.85254212679109,6252.3335
1460229369573307264,197.96440806327234,27.8819827644651,108.89509781046185,6097.5
4034171629042489088,178.2666506009673,37.693634929735204,108.95511037989432,5264.75
3269362645115584640,49.841563537180896,3.3706030590602474,109.34091992793995,5748.5
2349916559152267008,10.356289480915295,-22.35228052990055,109.87941245212957,5415.44
5164120762332790528,55.8116765700273,-9.760187264935853,110.21697775945823,4766.25
2964001014514075520,86.10914951157231,-22.423355562786025,112.40048751874426,4944.0
2090670890062670080,282.8331044118913,33.18514093270652,112.5653281106622,5354.0
2964000159820118400,86.11443477235736,-22.44997192507414,112.61088379234941,6282.5
3211461469444773376,75.20654095339866,-5.758445041837371,113.02358882571852,4702.5
3399063235753901952,88.59485055364964,20.275864769716733,113.12402492796382,6028.3335
6847167606385195648,303.8284711789317,-27.033755617563145,113.64807836084553,5090.5146
5951165616611763456,259.7724461299593,-46.63577319599189,113.81575770096393,5607.0
3101923001490347392,103.07286011580543,-5.173727858407642,114.29676344006111,4656.5176
1534011998570864256,188.4315581211585,41.3587361936652,116.1298269214075,6042.5
2611561706216413696,343.48321637557865,-6.7847355961911955,117.1506252396507,4543.2935
4900108950847893376,5.035049841479336,-64.86977867722675,117.16788758126215,6028.3335
3507879565090229888,199.59645497699364,-18.315774489201022,117.5730704618449,5915.3335
2202703050401536000,327.91638403846713,59.29293245442738,118.12427093474675,5100.065
4594497769763697792,266.61326195219874,27.717381782853632,119.11279002032472,5375.0
4911306239828325632,24.95125177735008,-56.193253444734914,122.05515593526933,5083.0
4911306239828325760,24.95057933205967,-56.19640157291552,122.13334113520919,5072.6665
5273943488410008832,118.30064523304368,-67.79846555534219,122.36527929405577,5632.75
3288921720024442496,72.46205873889723,6.961329039476517,124.3489444116274,5980.0
6604147121141267712,344.1018875091303,-31.566246853836716,131.43796972495775,4607.885
96331172942614528,25.622630322546954,20.26561262177044,131.49034290979608,5489.3335
6702242043883732864,274.5252886170198,-51.41027545993435,132.76924086534268,4936.3867
2552925644460225152,12.099001667454461,5.275698037474882,134.49901992997988,5013.5
19316224572460416,39.02813547774202,6.893133580989843,138.20838805098694,4762.0674
1237090738916392832,222.84662288909544,19.1011296005898,148.21309388594662,4342.533
1237090738916392704,222.84803286951907,19.10027501252658,148.51948741815508,6159.5
2009481748875806976,348.3372026315853,57.169625529622316,153.0807790633365,4787.3335
3022956969731332096,88.7920210220993,-4.178605300274589,155.25009073263988,4951.905
1638979384378696704,267.0166599653336,70.8814198158125,160.98193852976686,5298.25
6427464325637241728,302.19462220870395,-66.18693323054245,164.05256998292575,4995.0
6697578465310949376,302.80219014020184,-36.107997486289996,166.22737057822886,4998.3335
4847957293277762560,49.99976659209931,-43.06665326558019,166.5610187889093,5751.0
4109030160308317312,258.8351893751426,-26.60773928366988,167.77642835608754,5080.0
4109030160308320128,258.834197763544,-26.606646978170183,167.82209901653457,5089.0
4109034455276324608,259.0533685734173,-26.55098988911235,168.06889966945778,4479.533
6232511606838403968,224.37144047961013,-21.422901039951146,170.01122023429082,4561.75
425040000951479424,12.284945077325505,57.81280313235553,171.28605201867305,5405.0
2261614264930275072,293.09735942038924,69.65369255009136,173.24049947481834,5450.5
4468557611977674496,271.3658656798784,2.494347133667221,195.2165586108077,4442.5
3195919528988725120,63.808266649303654,-7.667602659604186,198.56566330273023,5196.0
2552928187080872832,12.29656845422289,5.376933284705815,231.73749950956855,6535.67
3117120863523946368,97.35069832372695,-2.8170137783457982,242.96589017595667,4293.077
4129144660321847040,255.11366326627132,-18.832918375703066,243.6717714673821,4903.0933
2007876324466455424,336.9923137243434,57.69406039042109,249.39262934847932,4425.525
6412595290592307840,330.8714021016992,-56.796902311833904,274.804805762946,4585.0
2452378776434276992,26.00930287666994,-15.933798650941204,277.516215785613,5375.0
1872046574983507456,316.7477375941723,38.763411107191175,285.9459145181478,4327.0
1872046574983497216,316.752931475456,38.75563452356051,286.1456653355467,4177.3047
5164707970261630080,53.22843060109699,-9.458171515191356,312.21914118452634,4975.0
6027985603507525120,253.2647111209257,-30.661095922261413,366.25615445952127,5095.6333
