source_id,ra,dec,parallax,pseudocolour,bp_rp
2253544223242944896,284.7567525099171,64.16926909050841,0.3376778737818146,,0.95043945
2253544223243158144,284.7619576228136,64.17448875413416,0.15327938911588346,1.4039445,1.9394188
2253544227539962112,284.7643868148322,64.17676330030142,0.28583649781924597,,1.1667709
2253544257602689152,284.71785569190956,64.1762142494572,0.6252297932595017,,1.6095333
2253544257602690688,284.71841405045944,64.17792849897555,1.6673480701636727,,2.3010578
2253544261899697152,284.71215367469284,64.17620072655731,0.4540409850704796,,0.9814453
2253544261899824512,284.7188159662122,64.17055412396192,0.8595742871340573,1.4590749,1.1508274
2253544261900370304,284.7087982325369,64.17054016977248,0.09426452467287783,1.3672704,0.77531624
2253544291962635776,284.7063910550862,64.19295970374675,-0.07069145422917361,1.0630891,1.8500938
2253544326322172928,284.77185304631973,64.18453686281289,0.9638503052361984,1.2683451,2.364788
2253544326322177024,284.74674564064793,64.18951616562573,0.9865957841122512,,1.835329
2253544326322182784,284.7524310102178,64.19630028989334,2.555137835283978,,2.7215118
2012799044186652160,359.1099973131977,62.153353525114234,0.3365408951698138,,1.5732689
2012799044186653440,359.11996839857727,62.154308634925016,0.9035917063671804,,1.2517481
2012799044186658432,359.1227819881172,62.1498320771337,0.23925200255652776,,2.2156763
2012799074238775040,359.1435982937535,62.16084400447783,0.14604614575608632,,1.6415634
2012799074238799744,359.17046011211534,62.169103716170234,1.1127790198423624,1.3638535,2.0627232
2012799074245538432,359.1697095724572,62.175300235957025,-0.008928759424427724,1.4489373,1.9204178
2012799078540556928,359.17039404737284,62.17526947224042,-0.6767582179432121,1.3283669,
2012799078540587776,359.15276715106984,62.163016475512094,0.2526057539069906,,1.4574776
2012799078541622656,359.1518837442542,62.16395844076235,1.4199353263548569,1.5776122,1.5785561
2012799078541630336,359.1565204708866,62.1635958929461,0.5581411638332391,1.2568468,1.6462669
2012799078541630848,359.168134858376,62.173922015998635,0.05960089466293447,1.483151,1.7276382
2012799078541634560,359.1736605121579,62.16955453292206,,,1.3220291
2012799078541635072,359.1787542520624,62.17327558430168,0.32027049480310676,1.514622,1.9379787
2012799078542165760,359.160073624334,62.16755363727514,1.193166694277261,1.39316,1.6716976
2012799078542167168,359.1755874392522,62.17572596564901,-2.4164315158354057,1.5798733,2.1219063
5823570758220022144,229.62288054504597,-67.39365471902461,-0.36226541192994505,1.4108738,1.6256123
5823570758220030080,229.61985097949616,-67.38733399259526,0.056883367914978625,,1.0950966
5823570758220041728,229.61920190855432,-67.37851015703119,-0.09689363694896472,,1.2317696
5823570758220228864,229.615149451719,-67.38242459530032,0.6414442002460041,1.4582164,1.38093
5823570758220385664,229.61946820554576,-67.3898229451471,-0.27104108234939195,,1.1309967
5823570758242607744,229.63356659520923,-67.38360347211058,0.7119276485804964,,1.046938
5823570762536651520,229.62348351662877,-67.39870972918463,0.5415608477090271,,1.2140541
5823570762536661120,229.62845258282144,-67.39203438204721,3.1576923673941177,1.124842,2.8459568
5823570762536663808,229.64105268263833,-67.38950974110153,1.0651160177817642,1.4822183,1.267271
5823570762536663936,229.64151390962806,-67.38926647136635,1.2959414067778086,1.1591097,1.4477177
5823570762536666112,229.6283057718892,-67.39100950217214,0.17735659717780888,1.4677507,1.2969723
5823570762536672000,229.62447857609192,-67.38756744195265,0.9547419740273992,1.3347793,1.4636135
5823570762536677888,229.61065836219558,-67.38638897211135,-0.9080411969844663,1.5895146,1.065279
5823570762536681088,229.61029576545715,-67.38337120379862,-2.2152935291205815,1.521215,
5823570762536681216,229.610733492995,-67.38358787929523,0.7636539116696042,1.4558997,1.2608624
2012977646104994944,358.3614365328509,62.19095357725839,0.5835338276226479,1.1004745,2.0584946
2012977646104996480,358.3730465978307,62.192349320285956,0.14093497339080535,1.5132489,1.1962996
2012977646104997632,358.36886120865614,62.1908537801435,0.2764075051792405,,1.5850811
2012977646104998144,358.3891505793444,62.19441540128157,0.16432102936812487,,0.9756651
2012977646104999168,358.3586801667549,62.18812394801066,0.5257190645439275,,1.568758
2012977646104999680,358.3899286777754,62.193913647953195,-0.0061097597589352855,1.444418,1.1907082
2012977646105001088,358.385792569051,62.19247029507823,0.376675098742948,1.3999127,1.6264668
2012977646105007488,358.37401509059526,62.186389141198305,-0.02973251040959632,1.2586608,1.4895439
2012977646105008256,358.37244504889935,62.185289611588466,0.39136430818140133,,0.91973114
2012977646109617280,358.3808600587629,62.19758511679136,0.24812372603249866,1.2911665,1.0909843
2012977646109619840,358.37695114279063,62.1856758934821,0.3736044311731236,1.4572952,1.4801445
2012977676160387712,358.4057302792794,62.19597608703152,0.35935632990265926,,1.3042965
2012977676160399744,358.3995710649588,62.20034510581252,0.6483876561364357,,1.8388443
2012977676160400640,358.41746337889737,62.201552529390725,0.20240403725380135,,1.4375248
2248835397197154304,293.060464911102,66.97434715783315,0.9613230773582745,,1.0359249
2248835427257585920,293.0938795592611,66.97203621192627,0.27020297505883706,,0.8496456
2248835427257801600,293.0775014785993,66.98563358102659,0.7603464006078103,,1.473774
2248835427259287680,293.0784193921223,66.98704178058723,1.6788291138165188,1.3061321,2.399519
2248835431555732096,293.0772872525539,66.97493739616185,1.476663298225679,0.97488934,1.432209
2248835431556907776,293.0985106138442,66.97962383217082,0.37595129707911046,,0.97426224
2248835461617323904,293.0358944341289,66.97364568185783,0.5515587942235952,1.4806542,1.4906654
2248835465916630656,293.0378866204603,66.97615350666874,0.4828563916587624,,1.05163
2248835495977067904,293.0436839167332,67.00112661460166,-0.11982776106692426,,1.178484
2248835495977115520,293.046091266956,66.99435702237086,0.008352130516109953,1.5666586,1.4135399
2248835500276383744,293.0668697888288,66.98720929677168,2.0429887016991923,,2.7550545
2248835500276397056,293.04590469006496,67.00074106840236,0.7375252800642338,1.1900928,2.057621
2248835530337086720,293.5664472903649,66.83185419234215,0.6221199651223277,1.6105655,1.632103
2248835534633533184,293.55458176401135,66.82447463069653,0.5050137955205277,,0.9230957
2012656691789291392,356.71589382929324,61.36396242580441,0.07326766783950996,,3.1733255
2012656721841332992,356.7458920394777,61.36066790620863,0.29662431856979077,,1.7910957
2012656721841341824,356.7625127626408,61.36463102135512,0.14072245247504944,,1.846632
2012656721841344640,356.75830282893276,61.36584906414228,0.31542596956841873,1.3600854,1.986227
2012656721841347584,356.7635431491467,61.36645742186727,7.543823016234116E-4,1.3557181,2.1035442
2012656721841350912,356.7697249475247,61.3679453265754,0.37613922127424054,,1.9537468
2012656721841360128,356.7587886489076,61.37122375200135,0.861386283825235,,2.0619984
2012656721850072320,356.76856568200714,61.37530504654871,0.4636888358785148,1.3624135,1.9701099
2012656726142533248,356.75646015175624,61.37346823895264,0.0816793448390933,1.0853258,2.326271
2012656726142544256,356.7606841049811,61.36999445507021,0.1731136812773046,1.358524,1.9809856
2012656726142549888,356.73779600542997,61.360456192301555,0.22751460189057673,1.37059,
2012656726142552832,356.738781389534,61.35938360503214,0.8523446416464755,1.0783886,2.1464767
2012656726143413120,356.7509308194905,61.37046527278517,-0.43140810914045447,1.5062221,1.4995861
2012656726149030784,356.7702389591825,61.37432732886767,0.6381910400628293,1.2174711,2.195528
2249852612952358400,301.1270541738519,67.53298178871557,0.0470707412523511,,1.5704861
2249852612952358528,301.1252843960859,67.53415006661476,-0.16349229700317605,1.313437,1.5316086
2249852617250271360,301.11334599581204,67.53926755363308,1.7911097702531122,,1.7028456
2249852647312096128,301.0718770527933,67.53465479288249,0.7846354835252564,1.2649157,2.5015488
2249852681671842560,301.07677589725694,67.54696142964211,0.5186607014897067,,1.616579
2249852681671849856,301.0788120561293,67.5548049479738,1.0934768561326325,,2.3006554
2249852681671854208,301.0700460283403,67.55843960520959,0.6037876627600505,1.2725946,1.4517593
2249852716031580416,301.14230426330676,67.5462265608196,0.10354925257798714,1.120936,1.3161602
2249852716031582720,301.1218260078078,67.54817676381259,0.16751030829026115,1.2667013,1.9637871
2249852716031584000,301.1471000191672,67.54903714885468,0.14630325219143187,,1.5200958
2249852716031584768,301.13403853787105,67.54959306542209,0.32568893481460887,,1.4430523
2249852716031587328,301.13992425181476,67.5530249716312,0.5845754272502511,,1.6281681
2249852754686118400,301.1424465081005,67.56276589168708,,,
2249852754689224960,301.14318679989265,67.56315344045325,0.6064975335803754,,1.4301462
5823653500795442688,230.13715247816802,-67.36451419472714,0.2492750608546172,,1.1440067
5823653500795447296,230.1291548488903,-67.35890809746967,0.11249593818898213,,1.2171879
5823653500795526784,230.1098553926576,-67.36378283430228,,,0.1516037
5823653500801387392,230.11199559627957,-67.3657747125684,0.3010285425727558,1.6718957,
5823653500801436800,230.11994750748306,-67.36076406280034,0.4563547428354071,1.4228696,1.1438637
5823653530829912960,230.15685242637102,-67.35572990817813,0.38181417793585826,1.3653028,
5823653530829913984,230.1288106238393,-67.35636443131514,0.4044962939170409,,0.97295475
5823653530831164160,230.15136595541014,-67.35740052506719,,,
5823653530831176064,230.1413318802533,-67.35523322983524,0.2979281308976563,1.3586025,1.4948158
5823653530831203840,230.13450102011245,-67.35218299045815,0.28995648061826296,,1.1192265
5823653530831235328,230.1291898239484,-67.3460892817065,0.043362822725227235,,1.2896576
5823653530841302528,230.1520216877902,-67.35785058944482,0.20895081670423657,,1.187439
5823653535141488256,230.14581272628908,-67.36122189192533,-2.6050876241660363,1.1744349,1.2610188
5823653535141498624,230.14482312239323,-67.35893813165835,,,1.0548573
5823653535141505920,230.1331258227407,-67.35684111747274,0.24664735901346785,1.0960741,1.681282
2252358610408400640,285.1416492282839,63.214354828488446,0.7018304594928665,,1.0682516
2252358610408401408,285.1365935494095,63.21969437572824,0.502151799397987,,1.2039833
2252358640471414528,285.07424252150486,63.19972528193246,0.4247404195458675,1.3441426,1.4184055
2252358640471668480,285.0633773425951,63.20915365435085,1.6071303169729731,,2.2475986
2252358640472153216,285.0721652752704,63.19931193094914,0.3451004866184701,,1.2459431
2252358644767068288,285.0779737492871,63.20183372114324,,,2.0853138
2252358644768132864,285.0824047665894,63.19692014186948,0.13089717596143655,,1.1293163
2252358644768132992,285.08196342193713,63.197852507032955,0.5272424596676023,,1.0568972
2252358644768133632,285.0844081354264,63.19948735417391,0.05823898949003998,,0.7548771
2252358644768133760,285.0880045616622,63.20104137975973,0.941900549941763,,0.8428993
2252358674831161600,285.0780289950109,63.21530835120892,0.2612340512695355,,0.83880043
2252358674831387776,285.0820521740856,63.218285677824916,0.8142862801914134,,0.6962261
2252358709190896768,285.0400809580728,63.20843008676238,,,1.6335449
2252358709190899456,285.04637756907573,63.21434260741163,0.7951743599222797,1.3042326,2.163643
2012395660843892736,352.38668278474086,60.91663481512696,0.525118901516196,1.2888731,1.5875301
2012395660843897856,352.3751863732378,60.912190994086025,1.0996930145983717,1.26775,2.221365
2012395660843903488,352.3579397741511,60.90614249567849,0.4012829942655262,1.3536464,
2012395660843924864,352.35998870636286,60.901783787515114,0.1288260565129917,1.4142694,1.648346
2012395660843929728,352.3639729080483,60.901585060352076,0.3469009830741717,1.2200143,1.6967182
2012395660843930624,352.37411592129763,60.9042039889493,0.33140432716875823,1.1359897,1.8259296
2012395660847560704,352.3623588899248,60.90716281265517,0.8908814670580681,1.3772017,1.6406174
2012395660847561600,352.3617167629655,60.902205295400414,,,0.91923714
2012395660847565824,352.378387746683,60.904966992961334,-0.19168083310090997,1.4005541,1.7746143
2012395660847569280,352.3912817852196,60.90869661323295,,,1.4238014
2012395660848524032,352.3671629909893,60.90474205218036,2.4928535378016075,1.5509565,1.4796295
2012395660848587008,352.3899165969153,60.90742791584681,,,2.082758
2012395660848925440,352.363373696223,60.90064439648458,,,
2012395660851710080,352.3740066508284,60.91099653401841,0.6482634435500814,,0.93885994
2012395660851710464,352.3573332744607,60.906270703749776,0.7072828914617828,,1.4580812
2012395660851712640,352.3862696182933,60.91232185309765,0.46292927313295423,,0.69227695
2251048984683762176,295.89051800407134,69.41199908568383,0.3333478897654366,1.2830999,2.1145782
2251048988978414848,295.8954816999999,69.407281783952,0.8616789719082393,1.4603022,2.3772144
2251048988978587264,295.8896006819495,69.41404810539174,0.9034949548530269,1.206882,1.8497219
2251048988978866688,295.8822069031744,69.4144513321682,,,1.0856476
2251049019043501696,295.9049218375326,69.4245649098473,0.7507272946150052,1.1522938,2.0421944
2251049023338199808,295.8889169270402,69.41732759669891,0.839064494143199,1.2734197,2.2255592
2251049023339017344,295.89995718879527,69.41476172168224,0.6136288466513259,,1.1407967
2251049023339017856,295.90285900188223,69.41323753002715,0.7411062733624225,,1.117693
2251049087762979328,295.83869615364654,69.43626150462997,-0.052206653957787105,,1.0768356
2251049122122715520,295.7673120526581,69.40659986360629,0.322949074232093,,1.1594048
2251049122122796544,295.77697604085176,69.40589725828475,1.9463294099051618,1.2632134,2.0374088
2251049126418228608,295.79482950075356,69.41118748906705,0.7379888819115537,,1.0089931
2251049160778180864,295.8008416731072,69.41729137980107,0.8906889239815334,,1.2579575
2251049225201932416,295.75502826085545,69.43223221800937,0.08433920610266474,,1.0457287
2253544326325418496,284.7423127817604,64.18699812812854,-0.4907171743647141,1.4318726,1.6885815
2253544326325445632,284.7641330287504,64.19213912479005,,,2.3198566
2253544364978913664,284.75094769739644,64.20371862336549,0.5128099222378087,,1.1219349
2253544395041657088,284.7324628460884,64.19390783497306,0.2615284939166781,1.6206969,1.4224167
2253544395041666304,284.7122466791885,64.20355143615025,1.349863666743354,,2.5618439
2253544395041851136,284.72735877000395,64.19646195236952,1.34344841966512,1.2235279,2.3453007
2253544429404620672,284.73241647259476,64.20532110379771,0.7532259743355195,1.3365297,1.3492298
2253544463761136384,284.67546925907754,64.19501693925949,0.5972831744393425,,1.0134583
2253544468057463552,284.69792867747833,64.18704166941009,,,0.5749798
2253544468058124672,284.67906977602615,64.18834132072273,1.5422068057299636,,1.1921568
2253544498120870784,284.6977626351858,64.19180553801536,2.897249307218715,1.1796414,2.6485424
2253544498120874112,284.69829178679413,64.19524819809935,0.557622497758015,,1.0064754
2253544498124018304,284.67597665072174,64.20197330968807,1.7057686596166597,1.3514173,1.5382748
2253544502417860992,284.6775199642117,64.20319420099032,1.5622550776682353,,1.6726046
2253544502418538112,284.7024186203633,64.19407799335666,-0.272217979199357,1.2687255,2.0054722
5823732970544912256,234.18935353292875,-67.5183956169678,0.20025186206236278,,1.212204
5823732970544913152,234.18373323639952,-67.52689334223331,0.5725890330126943,,1.3300686
5823732970544925568,234.17546387230308,-67.51607622360795,-0.14215452584254543,,1.02602
5823732970544931200,234.19015610190644,-67.51452918475498,-0.03580803562428872,,1.1548538
5823732970544935680,234.1958945854952,-67.51373748617479,0.12550535538474436,,1.0941963
5823732970545579648,234.1862678797139,-67.52617678489732,0.6151384655110399,1.3896354,1.5248947
5823732970545906304,234.16417565491076,-67.51735019369656,1.5739038001435433,,2.785427
5823732974839871872,234.18006033707306,-67.52521705101196,0.19068205363081261,,0.8085251
5823732974839877120,234.18235699821005,-67.5231243712321,0.02906889306535749,1.6440377,
5823732974839877248,234.18336780540903,-67.52337010432409,0.022032921427668082,,1.0452461
5823732974839893376,234.17756641329532,-67.5201766359423,0.5663322814293243,1.388933,1.6856823
5823732974839900160,234.18595783944437,-67.51731611310693,-1.4308528241723497,1.639796,1.2631168
5823732974839902976,234.18189415812535,-67.51755428148401,-4.580641042683572,1.9192786,2.0501823
5823732974839915776,234.16992320053092,-67.51806407738117,-0.5008523788157672,1.3576789,
5823732974839915904,234.16936264317275,-67.51776715764906,0.417050186633392,1.4167024,1.5481148
5823570762536682368,229.6050489385271,-67.3842908500225,0.3989778677154369,1.2163476,2.513277
5823570762536683520,229.61528386520988,-67.38178929883583,0.04877784424399763,,1.041296
5823570762538187008,229.62677249505253,-67.39515503979585,0.3286102302060059,1.8206522,1.3879414
5823570762538193152,229.62133613441782,-67.39264971152937,0.44320503008933915,1.6282927,0.71831894
5823570762538203648,229.6295910105206,-67.38883942296319,0.7024355424465434,1.7724612,1.2414513
5823570762538204800,229.62308838412383,-67.38740316155507,0.5593950360869523,1.5449066,1.4863834
5823570762538208000,229.63878662879938,-67.38693605219812,-0.1392263153069036,,0.91806793
5823570762538209408,229.62597078417497,-67.38587338107163,0.00324243361680214,1.5976255,1.5343876
5823570762538210560,229.62090832145148,-67.3853932838787,1.1380469922376353,,1.1612282
5823570762538213632,229.63462715456052,-67.38453638316687,0.12679811444318234,1.6306839,0.9031582
5823570762538213760,229.63460975781373,-67.38430913449338,-1.6047702095864111,1.5211772,1.283701
5823570762538214912,229.61563418539188,-67.3829604763021,-0.2203288880000247,1.4230613,0.70874596
5823570762538216448,229.620701655242,-67.3828384653124,0.3432441545795383,1.4702293,1.2844048
5823570762538219136,229.62047176182944,-67.38178552254153,1.7714431581370362,1.3218099,1.2303066
5823570762538860800,229.62459264416705,-67.39315451587022,,,0.930624
2012656726149031168,356.75232069264075,61.36960138040521,0.29336116919312943,1.2864332,2.611271
2012656726149032448,356.75841355558174,61.36882732749161,0.10817086472876002,1.2991627,2.1196613
2012656726149352704,356.76556575043895,61.36730504819366,0.009019951202835677,1.401085,1.9024887
2012656726149927168,356.7369036947683,61.360799355500546,0.25100977833587956,1.3943045,1.788496
2012656756201108224,356.7852964630428,61.37617163892524,0.2201382478999631,1.3295969,1.9480305
2012656756201115008,356.7742223048882,61.37893938275174,-0.04666607130567884,,2.43005
2012656756201120640,356.78355845181665,61.3810344281611,0.36732150738473235,,1.795351
2012656756201127424,356.78914943848474,61.38418637743673,-0.06100194285652169,1.0031792,2.1734486
2012656760503157760,356.79332050768767,61.38272023955373,0.4675108646024544,1.4805069,2.1015606
2012656760503161216,356.8000970675856,61.37644070927459,2.3629086736993066,1.7075548,1.9915581
2012656760503161344,356.8058026053353,61.379565452869194,-0.3020054877628942,1.1934847,1.3586121
2012656760503710976,356.77441276459376,61.37164257348715,2.181760246527345,0.9520411,1.5209236
2012656760503800576,356.7905127183551,61.384198518319316,,,2.016922
2012656760508767104,356.7968720290781,61.38233236958699,0.1582589201835573,,1.9360085
2013232934654917376,344.3913557522865,58.445811434577934,0.4281893282850765,1.4229461,1.8836155
2013232934654924032,344.3826650591943,58.44858752405005,0.4803106366486075,,1.665369
2013232934654932608,344.38149895288785,58.45127127697641,0.2389859382896784,,1.39431
2013232938954739072,344.38272733959957,58.453667549146545,0.28418786239925126,1.2730911,1.552185
2013232938954740224,344.3870862179329,58.454342744647136,-0.03436387922707979,1.3576087,1.9726887
2013232938954744320,344.36637215930097,58.44057713047603,0.5934875418098148,1.3997118,
2013232938956192512,344.36399402961695,58.445373218432294,,,1.8251934
2013232938956195968,344.36732466664915,58.44348498592632,0.43088648552031783,1.4569256,1.8649426
2013232938956199296,344.37205041384055,58.44595589589608,0.7734588807443578,1.4191935,1.7938919
2013232938956202240,344.3763483600871,58.44663773847465,0.3481889456450978,1.7213491,1.2008877
2013232938956215040,344.3905471624331,58.44873710396664,,,1.931694
2013232938959776512,344.38414604582886,58.45411857917509,0.8026736428912461,,1.178072
2013232938959778048,344.3657766023313,58.440321599114235,0.3446058988396559,,1.3679638
2013232938959778560,344.3813892042522,58.44400033501832,0.3808719829621381,,1.1830521
2013232938959778816,344.38135764636115,58.44334165886554,0.3080604866373623,,1.2899876
5823825368197518080,233.76611025242667,-67.04619592563033,3.015524401429585,1.3584143,1.1102085
5823825368197518848,233.7692047743074,-67.04563394384084,0.15610259975509583,1.4251788,1.0388641
5823825368198253312,233.77273055510977,-67.05158517453565,0.9670561668941959,1.7550035,
5823825368199041152,233.7662712887799,-67.05327124393418,,,0.75593376
5823825368205193088,233.78177888354338,-67.05018406893507,0.4969977164910764,,1.0085716
5823825368205194496,233.78751645228772,-67.04796604175526,0.27428429755721684,,0.98597145
5823825368205202816,233.75426034104112,-67.04755841316235,0.7046163468005338,,1.0007086
5823825368205441792,233.77774773962958,-67.0556427313927,-0.0966984933345558,,1.2333622
5823825368205442304,233.76780493171222,-67.05056027473626,-0.08338234999106209,,0.9668255
5823825368205442688,233.76772130176622,-67.04719515089256,0.5572493261114081,,0.8902035
5823825368205486208,233.77322879588166,-67.05388805364788,,,0.9350891
5823825368207679232,233.77690387313575,-67.05214198523389,0.07571380811694828,1.5008287,1.2098961
5823825368207680896,233.7538016571777,-67.0517242835588,-0.33154050181992617,1.5316182,0.9754982
5823825368207681280,233.76959743449137,-67.04483499692266,0.15110450359575248,1.4750544,1.1048031
5823825398248098560,233.78616843209338,-67.04567704255012,0.5825480556836513,1.2769592,2.2580566
2252358709190900864,285.03408802801005,63.2161130735661,0.31809546681866463,,0.9394779
2252358709190903552,285.0314608750426,63.2219056784305,1.613584592718672,1.2241504,2.4943562
2252358713487609088,285.04059258330517,63.21481542950609,0.703991286706988,,0.8968582
2252358713487609344,285.04229951917983,63.21650136163646,0.8537755124872292,,1.1909084
2252358743550644352,285.05737963481135,63.229205161156344,0.8568378812446543,,1.8686543
2252358747847349120,285.0613305549617,63.21683426502075,0.4394609111143995,,0.8261366
2252358747847350016,285.0647937793558,63.22729276931524,0.34517839451766313,,1.0808926
2252358777910382336,285.0835034971135,63.22840763700551,2.1251350664874673,,2.3314667
2252358782207088896,285.08379160451,63.221759164474975,0.2695911684562372,,1.1070862
2252358812270123008,285.0868003798989,63.235143346901644,0.7031067997139968,,1.240303
2252358812270124672,285.1042592059821,63.2399907453415,1.7023030078820314,1.1972077,2.7281075
2252358812270124800,285.08256987493746,63.23991294376319,0.6887861024665367,,1.929472
